# The explain targets: one (project, package) pair per line, tab separated.
#
# Hand-picked on 2026-09-23 out of the 4,124 findings of the 39-project corpus, chosen to span all
# nine verdicts, all five priorities and all ten signals S1-S10 across 24 of the 39 projects. There
# is no generator and there cannot be one: regenerating the list from a run's findings would reduce
# it to whatever the corpus happens to contain that day, which is the opposite of what it is for.
#
# It decays, because a refreshed corpus may no longer install the package a line names. That decay
# is meant to be read, not guessed at: `corpus explain` records every target it could not render,
# and `corpus check` reports the pairs it did not get.
BookStackApp_BookStack	socialiteproviders/discord
BookStackApp_BookStack	socialiteproviders/gitlab
BookStackApp_BookStack	league/config
BookStackApp_BookStack	bacon/bacon-qr-code
BookStackApp_BookStack	dompdf/dompdf
BookStackApp_BookStack	ezyang/htmlpurifier
BookStackApp_BookStack	guzzlehttp/guzzle
BookStackApp_BookStack	intervention/image
BookStackApp_BookStack	knplabs/knp-snappy
BookStackApp_BookStack	laravel/socialite
BookStackApp_BookStack	laravel/tinker
BookStackApp_BookStack	league/flysystem-aws-s3-v3
BookStackApp_BookStack	league/oauth2-client
BookStackApp_BookStack	onelogin/php-saml
BookStackApp_BookStack	phpseclib/phpseclib
BookStackApp_BookStack	pragmarx/google2fa
BookStackApp_BookStack	predis/predis
BookStackApp_BookStack	socialiteproviders/microsoft-azure
BookStackApp_BookStack	socialiteproviders/okta
BookStackApp_BookStack	socialiteproviders/twitch
BookStackApp_BookStack	ssddanbrown/htmldiff
BookStackApp_BookStack	xemlock/htmlpurifier-html5
BookStackApp_BookStack	aws/aws-crt-php
BookStackApp_BookStack	aws/aws-sdk-php
BookStackApp_BookStack	brick/math
BookStackApp_BookStack	carbonphp/carbon-doctrine-types
BookStackApp_BookStack	dasprid/enum
BookStackApp_BookStack	dflydev/dot-access-data
BookStackApp_BookStack	doctrine/inflector
BookStackApp_BookStack	doctrine/lexer
BookStackApp_BookStack	dompdf/php-font-lib
BookStackApp_BookStack	dompdf/php-svg-lib
BookStackApp_BookStack	dragonmantank/cron-expression
BookStackApp_BookStack	egulias/email-validator
BookStackApp_BookStack	firebase/php-jwt
BookStackApp_BookStack	fruitcake/php-cors
BookStackApp_BookStack	graham-campbell/result-type
BookStackApp_BookStack	guzzlehttp/promises
BookStackApp_BookStack	guzzlehttp/psr7
BookStackApp_BookStack	guzzlehttp/uri-template
BookStackApp_BookStack	laravel/framework
BookStackApp_BookStack	league/commonmark
PrestaShop_PrestaShop	ircmaxell/random-lib
PrestaShop_PrestaShop	mrclay/minify
PrestaShop_PrestaShop	api-platform/core
PrestaShop_PrestaShop	beberlei/doctrineextensions
PrestaShop_PrestaShop	doctrine/doctrine-bundle
PrestaShop_PrestaShop	doctrine/orm
PrestaShop_PrestaShop	friendsofsymfony/jsrouting-bundle
PrestaShop_PrestaShop	matthiasmullie/minify
PrestaShop_PrestaShop	phpoffice/phpspreadsheet
PrestaShop_PrestaShop	prestashop/ps_facetedsearch
drupal	drupal/core-recommended
drupal_drupal	drupal/core
firefly-iii_firefly-iii	jc5/recovery
firefly-iii_firefly-iii	diglactic/laravel-breadcrumbs
firefly-iii_firefly-iii	jc5/google2fa-laravel
firefly-iii_firefly-iii	laravel/framework
firefly-iii_firefly-iii	laravel/passport
firefly-iii_firefly-iii	league/commonmark
gh_FOSSBilling_FOSSBilling	dicebear/core
gh_FOSSBilling_FOSSBilling	league/commonmark
gh_SuiteCRM_SuiteCRM	consolidation/robo
gh_SuiteCRM_SuiteCRM	javanile/php-imap2
gh_SuiteCRM_SuiteCRM	league/oauth2-server
gh_SuiteCRM_SuiteCRM	slim/slim
gh_SuiteCRM_SuiteCRM	zbateson/mail-mime-parser
gh_akaunting_akaunting	genealabs/laravel-model-caching
gh_akaunting_akaunting	akaunting/laravel-language
gh_akaunting_akaunting	lorisleiva/laravel-search-string
gh_akaunting_akaunting	akaunting/laravel-apexcharts
gh_akaunting_akaunting	akaunting/laravel-firewall
gh_akaunting_akaunting	akaunting/laravel-menu
gh_akaunting_akaunting	barryvdh/laravel-ide-helper
gh_akaunting_akaunting	bugsnag/bugsnag-laravel
gh_akaunting_akaunting	maatwebsite/excel
gh_bagisto_bagisto	simplesoftwareio/simple-qrcode
gh_bagisto_bagisto	diglactic/laravel-breadcrumbs
gh_bagisto_bagisto	laravel/ai
gh_bagisto_bagisto	laravel/framework
BookStackApp_BookStack	league/html-to-markdown
PrestaShop_PrestaShop	jakeasmith/http_build_url
PrestaShop_PrestaShop	prestashop/ps_banner
PrestaShop_PrestaShop	prestashop/ps_cashondelivery
PrestaShop_PrestaShop	doctrine/collections
PrestaShop_PrestaShop	intervention/httpauth
PrestaShop_PrestaShop	willdurand/jsonp-callback-validator
PrestaShop_PrestaShop	ezyang/htmlpurifier
PrestaShop_PrestaShop	doctrine/instantiator
PrestaShop_PrestaShop	doctrine/sql-formatter
PrestaShop_PrestaShop	lcobucci/clock
PrestaShop_PrestaShop	masterminds/html5
PrestaShop_PrestaShop	pimple/pimple
PrestaShop_PrestaShop	psr/simple-cache
PrestaShop_PrestaShop	sabberworm/php-css-parser
bedrock	roots/wp-config
gh_FOSSBilling_FOSSBilling	doctrine/instantiator
gh_SuiteCRM_SuiteCRM	consolidation/config
gh_SuiteCRM_SuiteCRM	zbateson/stream-decorators
gh_SuiteCRM_SuiteCRM	nikic/fast-route
gh_SuiteCRM_SuiteCRM	voku/anti-xss
gh_SuiteCRM_SuiteCRM	lcobucci/clock
gh_SuiteCRM_SuiteCRM	voku/portable-utf8
gh_akaunting_akaunting	plank/laravel-mediable
gh_akaunting_akaunting	sanmai/hoa-protocol
gh_akaunting_akaunting	intervention/image
gh_akaunting_akaunting	laravel/slack-notification-channel
gh_akaunting_akaunting	santigarcor/laratrust
gh_akaunting_akaunting	mnsami/composer-custom-directory-installer
gh_akaunting_akaunting	staudenmeir/eloquent-has-many-deep-contracts
gh_bagisto_bagisto	bacon/bacon-qr-code
gh_bagisto_bagisto	php-jsonpointer/php-jsonpointer
gh_composer_composer	psr/log
gh_crater-invoice_crater	spatie/laravel-medialibrary
gh_crater-invoice_crater	sebastian/resource-operations
gh_crater-invoice_crater	barryvdh/laravel-dompdf
BookStackApp_BookStack	paragonie/random_compat
BookStackApp_BookStack	psr/clock
BookStackApp_BookStack	psr/container
BookStackApp_BookStack	psr/event-dispatcher
BookStackApp_BookStack	psr/http-client
BookStackApp_BookStack	psr/http-factory
BookStackApp_BookStack	psr/http-message
BookStackApp_BookStack	psr/log
BookStackApp_BookStack	psr/simple-cache
BookStackApp_BookStack	ralouphie/getallheaders
BookStackApp_BookStack	symfony/polyfill-ctype
BookStackApp_BookStack	symfony/polyfill-intl-grapheme
BookStackApp_BookStack	symfony/polyfill-intl-idn
BookStackApp_BookStack	symfony/polyfill-intl-normalizer
BookStackApp_BookStack	symfony/polyfill-mbstring
BookStackApp_BookStack	symfony/polyfill-php80
BookStackApp_BookStack	symfony/polyfill-php83
BookStackApp_BookStack	symfony/polyfill-php84
